_id,restaurante_id,nombre,descripcion,precio,categoria
6819c420ce840648fb8e96e4,6819c420ce840648fb8e963b,Watch,Add water garden finally difference everything.,15.89,Postre
6819c420ce840648fb8e96e5,6819c420ce840648fb8e9632,Star,Practice ground least tree.,26.29,Entrada
6819c420ce840648fb8e96e6,6819c420ce840648fb8e962f,What,Style suffer situation.,27.04,Plato fuerte
6819c420ce840648fb8e96e7,6819c420ce840648fb8e964e,Need,Scientist hair allow phone weight.,16.62,Bebida
6819c420ce840648fb8e96e8,6819c420ce840648fb8e9633,Movement,Even which suggest Mrs.,5.72,Postre
6819c420ce840648fb8e96e9,6819c420ce840648fb8e9629,Base,Land mission each something.,17.19,Postre
6819c420ce840648fb8e96ea,6819c420ce840648fb8e962e,Cover,Direction response concern without entire.,13.51,Postre
6819c420ce840648fb8e96eb,6819c420ce840648fb8e9641,Fall,Sea safe true town.,5.25,Plato fuerte
6819c420ce840648fb8e96ec,6819c420ce840648fb8e9623,Cause,Few debate during seven local better think.,11.03,Bebida
6819c420ce840648fb8e96ed,6819c420ce840648fb8e963d,Approach,So authority long kind live between.,18.88,Plato fuerte
6819c420ce840648fb8e96ee,6819c420ce840648fb8e964a,Perform,Our feel act involve toward.,16.9,Bebida
6819c420ce840648fb8e96ef,6819c420ce840648fb8e963a,Service,Since crime south pass lead a.,24.82,Entrada
6819c420ce840648fb8e96f0,6819c420ce840648fb8e9630,Somebody,Over manage computer medical method week.,10.54,Plato fuerte
6819c420ce840648fb8e96f1,6819c420ce840648fb8e9631,Firm,Test eat every night final.,21.6,Postre
6819c420ce840648fb8e96f2,6819c420ce840648fb8e963c,Less,With watch maintain five.,18.84,Postre
6819c420ce840648fb8e96f3,6819c420ce840648fb8e9639,Mr,Many condition set pull behind television garden.,29.92,Postre
6819c420ce840648fb8e96f4,6819c420ce840648fb8e9634,Right,State cover board discussion film figure short.,22.57,Postre
6819c420ce840648fb8e96f5,6819c420ce840648fb8e9631,Marriage,Range until decision public.,11.29,Entrada
6819c420ce840648fb8e96f6,6819c420ce840648fb8e964c,Game,Court how commercial citizen.,9.81,Entrada
6819c420ce840648fb8e96f7,6819c420ce840648fb8e964d,Recognize,For might listen organization.,18.4,Plato fuerte
6819c420ce840648fb8e96f8,6819c420ce840648fb8e962a,Keep,Director enjoy various strong he.,10.41,Bebida
6819c420ce840648fb8e96f9,6819c420ce840648fb8e962f,Follow,Risk stop firm final none several.,23.11,Postre
6819c420ce840648fb8e96fa,6819c420ce840648fb8e9624,Accept,Area impact position cause lead ever.,25.82,Postre
6819c420ce840648fb8e96fb,6819c420ce840648fb8e962c,Tell,Decade respond far health focus.,14.02,Postre
6819c420ce840648fb8e96fc,6819c420ce840648fb8e961e,Street,For nice current Democrat me task.,22.7,Plato fuerte
6819c420ce840648fb8e96fd,6819c420ce840648fb8e962f,Both,During for look return.,6.14,Entrada
6819c420ce840648fb8e96fe,6819c420ce840648fb8e9641,Many,Sit hope where.,12.3,Plato fuerte
6819c420ce840648fb8e96ff,6819c420ce840648fb8e9646,Seat,Economic would only arrive argue garden Mrs.,26.71,Bebida
6819c420ce840648fb8e9700,6819c420ce840648fb8e9624,Left,Book care seek foot simple.,26.82,Postre
6819c420ce840648fb8e9701,6819c420ce840648fb8e963c,Job,Them operation off no.,16.97,Postre
6819c420ce840648fb8e9702,6819c420ce840648fb8e9629,Left,Foreign national produce news stage.,29.14,Postre
6819c420ce840648fb8e9703,6819c420ce840648fb8e963c,Road,Cell show that.,7.85,Entrada
6819c420ce840648fb8e9704,6819c420ce840648fb8e9637,Scene,Whatever guess significant section Democrat fly.,17.29,Entrada
6819c420ce840648fb8e9705,6819c420ce840648fb8e9627,Drive,Gun current will else page usually cell.,8.73,Postre
6819c420ce840648fb8e9706,6819c420ce840648fb8e9623,Quality,Interview south something story art writer.,29.85,Entrada
6819c420ce840648fb8e9707,6819c420ce840648fb8e9641,Hour,Not yet where.,24.11,Plato fuerte
6819c420ce840648fb8e9708,6819c420ce840648fb8e964f,Tv,So man offer plant same north.,18.06,Bebida
6819c420ce840648fb8e9709,6819c420ce840648fb8e963a,Open,Mother sometimes suffer because.,12.43,Bebida
6819c420ce840648fb8e970a,6819c420ce840648fb8e9631,Win,Particular year sell short issue everybody later.,19.22,Entrada
6819c420ce840648fb8e970b,6819c420ce840648fb8e9645,Up,Practice authority possible fund.,29.0,Entrada
6819c420ce840648fb8e970c,6819c420ce840648fb8e964e,News,Threat husband family perhaps hope across.,10.19,Plato fuerte
6819c420ce840648fb8e970d,6819c420ce840648fb8e962e,Future,Character talk once should mother president.,21.51,Plato fuerte
6819c420ce840648fb8e970e,6819c420ce840648fb8e962d,Deep,Understand throw resource officer country challenge final.,9.35,Entrada
6819c420ce840648fb8e970f,6819c420ce840648fb8e9628,Blood,Mouth war always.,5.07,Bebida
6819c420ce840648fb8e9710,6819c420ce840648fb8e964a,Care,Give attorney that up probably cut clear.,19.85,Postre
6819c420ce840648fb8e9711,6819c420ce840648fb8e9620,Experience,View describe green case together.,10.79,Postre
6819c420ce840648fb8e9712,6819c420ce840648fb8e964a,Less,Street heart know season.,26.49,Entrada
6819c420ce840648fb8e9713,6819c420ce840648fb8e9649,Sister,Herself land human day herself.,10.84,Postre
6819c420ce840648fb8e9714,6819c420ce840648fb8e9646,Teacher,Behavior compare tree right.,19.74,Plato fuerte
6819c420ce840648fb8e9715,6819c420ce840648fb8e9639,Campaign,Series build major painting.,7.87,Plato fuerte
6819c420ce840648fb8e9716,6819c420ce840648fb8e9647,So,Indeed decision before medical long meet.,8.72,Postre
6819c420ce840648fb8e9717,6819c420ce840648fb8e9627,You,Administration herself information which beyond growth finally.,6.79,Plato fuerte
6819c420ce840648fb8e9718,6819c420ce840648fb8e9631,Attention,Watch present director red practice special.,19.88,Postre
6819c420ce840648fb8e9719,6819c420ce840648fb8e963a,Type,Administration who role today animal suggest concern.,8.11,Postre
6819c420ce840648fb8e971a,6819c420ce840648fb8e964a,Act,Million cell like although.,15.06,Postre
6819c420ce840648fb8e971b,6819c420ce840648fb8e963e,Pick,Term produce he increase church.,18.5,Bebida
6819c420ce840648fb8e971c,6819c420ce840648fb8e9623,Consider,View whole score special.,19.95,Bebida
6819c420ce840648fb8e971d,6819c420ce840648fb8e964d,Course,These body class marriage fill personal.,13.06,Postre
6819c420ce840648fb8e971e,6819c420ce840648fb8e961f,When,Perform agreement ago agreement like.,7.28,Entrada
6819c420ce840648fb8e971f,6819c420ce840648fb8e964e,Simple,Trial another help out.,21.81,Postre
6819c420ce840648fb8e9720,6819c420ce840648fb8e9642,Network,Citizen address today begin.,6.01,Plato fuerte
6819c420ce840648fb8e9721,6819c420ce840648fb8e963c,Attorney,Why less indeed together.,17.97,Bebida
6819c420ce840648fb8e9722,6819c420ce840648fb8e962f,Less,Tax speak a live.,9.54,Bebida
6819c420ce840648fb8e9723,6819c420ce840648fb8e9646,We,Campaign prevent half party respond.,25.36,Entrada
6819c420ce840648fb8e9724,6819c420ce840648fb8e963c,Mean,See system cultural despite candidate walk difficult.,13.7,Postre
6819c420ce840648fb8e9725,6819c420ce840648fb8e9632,Beautiful,Response executive past economic.,21.75,Plato fuerte
6819c420ce840648fb8e9726,6819c420ce840648fb8e9633,Enough,Role feeling report left.,15.29,Bebida
6819c420ce840648fb8e9727,6819c420ce840648fb8e9630,Performance,Might write entire tonight foreign hear certainly.,21.56,Bebida
6819c420ce840648fb8e9728,6819c420ce840648fb8e964e,Since,Security son place.,18.75,Bebida
6819c420ce840648fb8e9729,6819c420ce840648fb8e9623,Study,Woman add play structure down.,12.86,Postre
6819c420ce840648fb8e972a,6819c420ce840648fb8e9625,Industry,Activity lose tax could thank wife.,29.25,Bebida
6819c420ce840648fb8e972b,6819c420ce840648fb8e963e,Into,Yeah law enjoy key seat pretty method.,25.62,Entrada
6819c420ce840648fb8e972c,6819c420ce840648fb8e9648,Green,You control game the sign lead.,26.73,Bebida
6819c420ce840648fb8e972d,6819c420ce840648fb8e9638,Big,Shake enjoy site interview agent myself.,6.36,Postre
6819c420ce840648fb8e972e,6819c420ce840648fb8e9645,Between,Window store build require call.,23.91,Bebida
6819c420ce840648fb8e972f,6819c420ce840648fb8e964e,Hand,Laugh network vote whom will.,6.29,Postre
6819c420ce840648fb8e9730,6819c420ce840648fb8e9641,Court,Star those memory center quite simply.,8.28,Postre
6819c420ce840648fb8e9731,6819c420ce840648fb8e963a,Decide,Moment sister none most another mouth.,27.02,Bebida
6819c420ce840648fb8e9732,6819c420ce840648fb8e9625,Notice,Really young coach city quite.,5.72,Plato fuerte
6819c420ce840648fb8e9733,6819c420ce840648fb8e964b,Prove,Difficult us respond must western interest dark any.,8.96,Entrada
6819c420ce840648fb8e9734,6819c420ce840648fb8e9641,Institution,Hope miss instead live focus.,15.2,Plato fuerte
6819c420ce840648fb8e9735,6819c420ce840648fb8e9625,Set,A edge new find type.,16.54,Entrada
6819c420ce840648fb8e9736,6819c420ce840648fb8e9647,Position,Where arrive improve century state share southern week.,25.8,Bebida
6819c420ce840648fb8e9737,6819c420ce840648fb8e964b,Eight,Skill position hospital cover strong audience.,12.3,Postre
6819c420ce840648fb8e9738,6819c420ce840648fb8e9638,Fact,Throughout but science want.,25.87,Bebida
6819c420ce840648fb8e9739,6819c420ce840648fb8e962d,Civil,Kitchen public set action bring.,16.42,Plato fuerte
6819c420ce840648fb8e973a,6819c420ce840648fb8e9636,Foreign,Bill pick likely produce federal by sea.,9.77,Plato fuerte
6819c420ce840648fb8e973b,6819c420ce840648fb8e9622,Look,Audience without treat game.,11.91,Bebida
6819c420ce840648fb8e973c,6819c420ce840648fb8e9633,Expert,High through both.,28.36,Postre
6819c420ce840648fb8e973d,6819c420ce840648fb8e961e,Man,One then reality some serve different.,12.07,Postre
6819c420ce840648fb8e973e,6819c420ce840648fb8e9643,Board,Young owner out guy.,19.5,Bebida
6819c420ce840648fb8e973f,6819c420ce840648fb8e9627,True,Student white instead point tend exactly right.,16.16,Bebida
6819c420ce840648fb8e9740,6819c420ce840648fb8e9634,Fact,Policy forget project economy ground.,13.31,Bebida
6819c420ce840648fb8e9741,6819c420ce840648fb8e963b,Add,Require magazine one determine.,28.32,Plato fuerte
6819c420ce840648fb8e9742,6819c420ce840648fb8e964a,Leader,Billion sit remain night study.,10.97,Bebida
6819c420ce840648fb8e9743,6819c420ce840648fb8e962c,How,Million understand him own opportunity soldier west offer.,26.4,Bebida
6819c420ce840648fb8e9744,6819c420ce840648fb8e9620,Buy,Guess pull tough instead hour.,12.95,Bebida
6819c420ce840648fb8e9745,6819c420ce840648fb8e964b,Size,Girl small system.,27.84,Bebida
6819c420ce840648fb8e9746,6819c420ce840648fb8e9636,Painting,Also human source season it traditional democratic.,29.71,Plato fuerte
6819c420ce840648fb8e9747,6819c420ce840648fb8e963d,Course,Piece forget factor.,29.12,Plato fuerte
6819c420ce840648fb8e9748,6819c420ce840648fb8e963e,Itself,Rock support effect.,29.13,Postre
6819c420ce840648fb8e9749,6819c420ce840648fb8e9624,Tell,Good whole everybody situation foot recognize.,26.85,Bebida
6819c420ce840648fb8e974a,6819c420ce840648fb8e9624,Prove,Shoulder civil next tell possible.,18.15,Bebida
6819c420ce840648fb8e974b,6819c420ce840648fb8e961e,Sit,Send sit common matter become goal.,23.06,Bebida
6819c420ce840648fb8e974c,6819c420ce840648fb8e9647,Nothing,First figure trial bed image.,29.25,Entrada
